in Minuten,HCOO- (formate) [mol/L],OH- (hydroxide) [mol/L],CH3OH (methanol) [mol/L],CO32- [mol/L],in Minuten,Cell potential [V],Anode potential [V],I [mA]
20.40079,0.23909,1.6641,0.73139,0.04307,14.52544,4.92618,1.32372,4999.693
20.4978,0.24065,1.66263,0.73023,0.04333,14.58673,4.93139,1.3261,4998.70493
20.59482,0.24221,1.66116,0.72908,0.04359,14.64802,4.93077,1.324,4999.58647
20.69184,0.24333,1.65983,0.72791,0.04382,14.70931,4.92547,1.32598,4999.10863
20.78886,0.24431,1.65867,0.7267,0.04404,14.7706,4.92672,1.33091,4999.57423
20.88587,0.24528,1.65751,0.7255,0.04426,14.83189,4.9185,1.3329,4999.83932
20.98289,0.24626,1.65636,0.7243,0.04448,14.89318,4.9254,1.33697,4998.22104
21.07991,0.24723,1.6552,0.72309,0.04469,14.95447,4.92726,1.33478,4999.28088
21.17693,0.24837,1.65405,0.72175,0.04493,15.01576,4.92316,1.33489,4999.08826
21.27395,0.24956,1.65293,0.72021,0.04515,15.07704,4.93143,1.33971,4998.7725
21.37096,0.25076,1.65181,0.71868,0.04538,15.13833,4.92252,1.3386,4999.9801
21.46798,0.25195,1.65069,0.71714,0.04561,15.19962,4.93467,1.33883,5000.30295
21.565,0.25314,1.64957,0.71561,0.04583,15.26091,4.93138,1.32988,4999.3167
21.66202,0.25436,1.64816,0.71411,0.04607,15.3222,4.92976,1.33725,4999.58025
21.75903,0.2557,1.64635,0.71285,0.04633,15.38349,4.93142,1.33957,4999.04903
21.85605,0.25704,1.64455,0.7116,0.04659,15.44478,4.92169,1.3371,5000.13725
21.95307,0.25838,1.64274,0.71035,0.04686,15.50607,4.9286,1.33772,4999.53753
22.05009,0.25972,1.64094,0.70909,0.04712,15.56735,4.92333,1.3348,4998.84338
22.1471,0.26097,1.63935,0.70798,0.04736,15.62864,4.93372,1.33074,5000.99083
22.24412,0.26203,1.63806,0.70683,0.0476,15.68993,4.937,1.3367,4998.29921
22.34114,0.26309,1.63676,0.70567,0.04783,15.75122,4.92366,1.33694,4999.61824
22.43816,0.26415,1.63547,0.70452,0.04806,15.81251,4.93831,1.33486,4999.38437
22.53517,0.26522,1.63418,0.70337,0.04829,15.8738,4.92481,1.3374,4999.49936
22.63219,0.26628,1.63281,0.70207,0.04854,15.93509,4.92155,1.33315,4999.45034
22.72921,0.26726,1.63178,0.70041,0.04881,15.99638,4.9348,1.33395,4998.36484
22.82623,0.26825,1.63075,0.69875,0.04909,16.05766,4.93406,1.34248,5000.01275
22.92324,0.26924,1.62972,0.69709,0.04936,16.11895,4.92478,1.34166,4999.84205
23.02026,0.27023,1.62869,0.69542,0.04964,16.18024,4.93064,1.34275,4999.64074
23.11728,0.27124,1.62773,0.69378,0.04991,16.24153,4.9339,1.34053,5000.77063
23.2143,0.27264,1.62643,0.69255,0.05021,16.30282,4.92907,1.33928,4999.45787
23.31131,0.27406,1.62508,0.69136,0.05052,16.36411,4.93376,1.33713,4999.22174
23.40833,0.27547,1.62373,0.69016,0.05082,16.4254,4.92112,1.34199,4997.61804
23.50535,0.27689,1.62238,0.68897,0.05113,16.48669,4.93824,1.34277,4999.15927
23.60237,0.2783,1.62102,0.68776,0.05144,16.54798,4.92819,1.34091,4998.39388
23.69938,0.2793,1.61968,0.68614,0.05167,16.60926,4.9314,1.33995,4999.54706
23.7964,0.28022,1.61841,0.68446,0.05188,16.67055,4.92289,1.34482,4999.27387
23.89342,0.28114,1.61714,0.68278,0.0521,16.73184,4.93692,1.34618,4999.57033
23.99044,0.28206,1.61588,0.6811,0.05231,16.79313,4.94028,1.34727,4998.56818
24.08745,0.28298,1.61461,0.67942,0.05252,16.85442,4.93426,1.34626,4998.7064
24.18447,0.28429,1.61296,0.67852,0.05279,16.91571,4.92372,1.34287,4999.76317
24.28149,0.28575,1.61114,0.67786,0.05307,16.977,4.9192,1.34603,4999.95366
24.37851,0.28721,1.60932,0.6772,0.05336,17.03829,4.93047,1.34896,4998.50099
24.47552,0.28867,1.60751,0.67655,0.05364,17.09957,4.93399,1.34739,4998.83602
24.57254,0.29013,1.60569,0.67589,0.05393,17.16086,4.92185,1.35059,4998.24708
24.66956,0.29136,1.6042,0.67482,0.05421,17.22215,4.93661,1.34988,4999.62756
24.76658,0.29242,1.60306,0.67329,0.05447,17.28344,4.94515,1.34631,4999.32375
24.8636,0.29348,1.60193,0.67176,0.05473,17.34473,4.93419,1.34919,4999.03327
24.96061,0.29453,1.60079,0.67023,0.05499,17.40602,4.936,1.34648,4999.77482
25.05763,0.29559,1.59966,0.6687,0.05525,17.46731,4.94325,1.34676,5000.29076
25.15465,0.29665,1.59843,0.66699,0.05551,17.5286,4.93611,1.34951,5000.31057
25.25167,0.29775,1.59696,0.66538,0.0558,17.58988,4.93229,1.35046,4999.59677
25.34868,0.29885,1.59549,0.66376,0.05609,17.65117,4.93707,1.34736,4998.08858
25.4457,0.29994,1.59402,0.66215,0.05639,17.71246,4.93575,1.34644,4998.78688
25.54272,0.30104,1.59255,0.66054,0.05668,17.77375,4.93308,1.34493,4999.50765
25.63974,0.30209,1.59124,0.65903,0.05698,17.83504,4.93801,1.33472,4999.25334
25.73675,0.30292,1.59013,0.65763,0.05727,17.89633,4.9311,1.34164,4998.87137
25.83377,0.30376,1.58903,0.65624,0.05757,17.95762,4.935,1.34527,4998.28052
25.93079,0.30459,1.58793,0.65485,0.05787,18.01891,4.93849,1.33914,4999.25192
26.02781,0.30542,1.58683,0.65346,0.05817,18.0802,4.94632,1.33544,4999.71479
26.12482,0.30622,1.58573,0.65214,0.05846,18.14148,4.9411,1.34149,4999.27955
26.22184,0.30737,1.58462,0.65105,0.05872,18.20277,4.92974,1.33293,4999.45696
26.31886,0.30852,1.5835,0.64996,0.05897,18.26406,4.94454,1.34467,4999.02618
26.41588,0.30966,1.58239,0.64887,0.05923,18.32535,4.93296,1.34017,4999.68049
26.51289,0.31081,1.58127,0.64778,0.05949,18.38664,4.93995,1.34494,4998.71632
26.60991,0.31196,1.58016,0.64669,0.05975,18.44793,4.94476,1.34683,4998.88571
26.70693,0.31309,1.57877,0.64552,0.06007,18.50922,4.93439,1.34154,5001.00449
26.80395,0.31431,1.57716,0.64432,0.06042,18.57051,4.94288,1.34299,4999.58978
26.90096,0.31553,1.57555,0.64313,0.06077,18.63179,4.94023,1.3448,4999.58513
26.99798,0.31675,1.57394,0.64194,0.06112,18.69308,4.93688,1.34512,4999.80349
27.095,0.31796,1.57233,0.64075,0.06147,18.75437,4.94211,1.34775,4999.07819
27.19202,0.31899,1.57097,0.63903,0.06177,18.81566,4.94585,1.34769,5000.1177
27.28903,0.31995,1.56969,0.63714,0.06204,18.87695,4.93828,1.35063,4999.45759
27.38605,0.32091,1.56842,0.63524,0.06231,18.93824,4.94284,1.34552,4999.74213
27.48307,0.32188,1.56715,0.63334,0.06259,18.99953,4.93629,1.34929,4999.28039
27.58009,0.32284,1.56588,0.63145,0.06286,19.06082,4.94414,1.34618,4998.64936
27.6771,0.32382,1.56465,0.63012,0.06315,19.1221,4.94625,1.34985,4998.65394
27.77412,0.32484,1.56345,0.62916,0.06346,19.18339,4.95318,1.35299,5000.90445
27.87114,0.32586,1.56224,0.62819,0.06377,19.24468,4.9424,1.34957,4999.749
27.96816,0.32688,1.56104,0.62722,0.06408,19.30597,4.93892,1.34876,4999.00516
28.06517,0.3279,1.55984,0.62626,0.06438,19.36726,4.95062,1.34768,4999.57541
28.16219,0.32906,1.5583,0.6254,0.0647,19.42855,4.94585,1.3488,4998.54688
28.25921,0.3304,1.5563,0.62477,0.06502,19.48984,4.94495,1.34876,5000.07601
28.35623,0.33174,1.55429,0.62413,0.06534,19.55113,4.93666,1.35082,4998.5145
28.45324,0.33307,1.55229,0.62349,0.06565,19.61242,4.94636,1.3538,5000.17786
28.55026,0.33441,1.55028,0.62286,0.06597,19.6737,4.94988,1.35315,4999.11955
28.64728,0.33569,1.54839,0.62192,0.06632,19.73499,4.93936,1.35036,4998.89142
28.7443,0.33678,1.5468,0.62025,0.06671,19.79628,4.94656,1.35113,4999.43682
28.84132,0.33788,1.54521,0.61857,0.0671,19.85757,4.94979,1.3542,4998.48859
28.93833,0.33897,1.54363,0.61689,0.06749,19.91886,4.94696,1.35359,4999.66563
29.03535,0.34006,1.54204,0.61521,0.06789,19.98015,4.94188,1.35664,4999.81084
29.13237,0.34113,1.54058,0.61355,0.06826,20.04144,4.94166,1.35377,4998.84146
29.22939,0.34203,1.54026,0.61182,0.06853,20.10273,4.95815,1.35403,4999.08984
29.3264,0.34294,1.53994,0.61009,0.0688,20.16401,4.95247,1.35307,4999.43844
29.42342,0.34384,1.53962,0.60836,0.06906,20.2253,4.9496,1.35169,4998.96735
29.52044,0.34474,1.5393,0.60663,0.06933,20.28659,4.9429,1.35331,4999.69378
29.61746,0.34564,1.53898,0.6049,0.0696,20.34788,4.95003,1.34908,4998.0904
29.71447,0.34662,1.5373,0.60346,0.06993,20.40917,4.94024,1.35041,5000.62793
29.81149,0.34761,1.53554,0.60206,0.07026,20.47046,4.94683,1.35252,5000.10607
29.90851,0.3486,1.53377,0.60066,0.07059,20.53175,4.95597,1.3545,4998.72216
30.00553,0.3496,1.53201,0.59926,0.07093,20.59304,4.9498,1.35417,5001.00757
30.10254,0.35059,1.53024,0.59786,0.07126,20.65432,4.9533,1.35628,4999.64503
30.19956,0.35183,1.52876,0.59644,0.07159,20.71561,4.94219,1.35597,4999.32504
30.29658,0.3531,1.52738,0.59497,0.07193,20.7769,4.94422,1.35247,4999.275
30.3936,0.35436,1.526,0.5935,0.07226,20.83819,4.95403,1.35618,5001.2042
30.49061,0.35563,1.52462,0.59203,0.0726,20.89948,4.95205,1.35702,4998.39423
30.58763,0.35689,1.52324,0.59055,0.07293,20.96077,4.94257,1.35528,4999.02241
30.68465,0.35781,1.52174,0.58928,0.0733,21.02206,4.95023,1.35727,4999.97488
30.78167,0.35859,1.52019,0.58812,0.07367,21.08335,4.95636,1.34966,5000.26394
30.87868,0.35936,1.51864,0.58697,0.07405,21.14464,4.94551,1.34921,4998.68322
30.9757,0.36013,1.5171,0.58581,0.07442,21.20592,4.9519,1.35368,4998.51919
31.07272,0.3609,1.51555,0.58465,0.07479,21.26721,4.96403,1.35376,4999.17753
31.16974,0.36189,1.5142,0.58326,0.07513,21.3285,4.95767,1.35193,5000.14963
31.26675,0.36308,1.51295,0.58165,0.07543,21.38979,4.95645,1.3487,4999.18422
31.36377,0.36427,1.51171,0.58005,0.07574,21.45108,4.95557,1.34932,4999.04248
31.46079,0.36546,1.51046,0.57844,0.07604,21.51237,4.95138,1.34793,4998.42139
31.55781,0.36664,1.50921,0.57683,0.07634,21.57366,4.94399,1.34617,4999.31502
31.65482,0.36762,1.50804,0.57542,0.07668,21.63495,4.95399,1.3492,5000.23268
31.75184,0.36823,1.50706,0.57433,0.07707,21.69623,4.95482,1.34664,4999.72043
31.84886,0.36884,1.50608,0.57323,0.07746,21.75752,4.9555,1.35026,4998.71611
31.94588,0.36945,1.50509,0.57213,0.07785,21.81881,4.9637,1.35209,5000.4365
32.04289,0.37005,1.50411,0.57103,0.07823,21.8801,4.96256,1.35358,4999.15686
32.13991,0.37075,1.50306,0.56981,0.07861,21.94139,4.95478,1.35694,4998.95285
32.23693,0.37179,1.50185,0.56822,0.07894,22.00268,4.95438,1.3602,4998.7531
32.33395,0.37283,1.50063,0.56662,0.07927,22.06397,4.96093,1.35852,5000.24633
32.43096,0.37387,1.49942,0.56502,0.0796,22.12526,4.95913,1.36133,4999.40252
32.52798,0.37491,1.4982,0.56342,0.07992,22.18654,4.95525,1.36233,4999.52774
32.625,0.37596,1.49696,0.56187,0.08026,22.24783,4.95834,1.36072,4998.82126
32.72202,0.37715,1.49509,0.56086,0.08066,22.30912,4.954,1.36167,4999.55084
32.81904,0.37835,1.49322,0.55985,0.08106,22.37041,4.95621,1.36288,4999.45182
32.91605,0.37954,1.49134,0.55884,0.08147,22.4317,4.94711,1.36207,4999.71085
33.01307,0.38074,1.48947,0.55783,0.08187,22.49299,4.9545,1.36416,4999.94614
33.11009,0.38193,1.4876,0.55682,0.08227,22.55428,4.94822,1.3633,4998.90342
33.20711,0.38279,1.48666,0.55533,0.08262,22.61557,4.95878,1.3643,4998.57744
33.30412,0.38363,1.48575,0.55383,0.08298,22.67685,4.9627,1.36412,4999.12877
33.40114,0.38447,1.48485,0.55233,0.08333,22.73814,4.94753,1.36325,4999.2268
33.49816,0.38531,1.48394,0.55083,0.08368,22.79943,4.95518,1.36325,5000.3395
33.59518,0.38615,1.48303,0.54933,0.08403,22.86072,4.95082,1.36489,5000.22004
