in Minuten,HCOO- (formate) [mol/L],OH- (hydroxide) [mol/L],CH3OH (methanol) [mol/L],CO32- [mol/L],in Minuten,Cell potential [V],Anode potential [V],I [mA]
19.09699,0.23119,1.61854,0.15845,0.11652,11.74256,5.05972,1.55102,9998.0547
19.19495,0.23154,1.61637,0.15623,0.11802,11.76549,5.06011,1.55185,9998.50079
19.29292,0.2319,1.61421,0.15401,0.11951,11.78842,5.05879,1.55048,9998.62785
19.39088,0.23195,1.61226,0.15162,0.12104,11.81136,5.06245,1.55312,9999.92951
19.48885,0.23193,1.61018,0.1497,0.12262,11.83429,5.0635,1.55737,9998.0576
19.58682,0.23192,1.6081,0.14779,0.12419,11.85723,5.05907,1.55673,9998.9283
19.68478,0.2319,1.60602,0.14587,0.12576,11.88016,5.06142,1.55525,9999.57061
19.78275,0.23189,1.60394,0.14396,0.12734,11.9031,5.06549,1.55095,9998.15387
19.88071,0.23225,1.60136,0.14238,0.12894,11.92603,5.06446,1.54897,9997.68804
19.97868,0.23281,1.59862,0.1405,0.13054,11.94897,5.06194,1.55448,10000.11042
20.07665,0.23338,1.59588,0.13859,0.13216,11.9719,5.06324,1.55396,9999.44995
20.17461,0.23395,1.59314,0.13669,0.13377,11.99484,5.0517,1.55155,9997.78997
20.27258,0.23451,1.59039,0.13478,0.13538,12.01777,5.06311,1.55208,9998.5478
20.37054,0.23483,1.58814,0.13282,0.137,12.04071,5.06368,1.54692,9998.37836
20.46851,0.23475,1.58619,0.13087,0.13867,12.06364,5.06664,1.54399,9998.45762
20.56648,0.23461,1.58427,0.12893,0.14034,12.08658,5.05732,1.54484,9997.51764
20.66444,0.23448,1.58234,0.12699,0.14202,12.10951,5.06016,1.55303,9997.46533
20.76241,0.23434,1.58041,0.12506,0.1437,12.13244,5.06593,1.54795,9998.34765
20.86038,0.23436,1.57815,0.12323,0.14542,12.15538,5.06267,1.55199,9998.22381
20.95834,0.23461,1.57546,0.12158,0.14725,12.17831,5.0647,1.55148,9997.83608
21.05631,0.23491,1.57269,0.11997,0.1491,12.20125,5.0664,1.54773,9998.0836
21.15427,0.2352,1.56993,0.11836,0.15094,12.22418,5.06781,1.54694,9998.71728
21.25224,0.23549,1.56716,0.11674,0.15279,12.24712,5.06392,1.5483,9998.06935
21.35021,0.23555,1.56453,0.11477,0.15463,12.27005,5.06925,1.55661,9999.37858
21.44817,0.23533,1.5623,0.11227,0.15644,12.29299,5.0685,1.5584,9997.14851
21.54614,0.23509,1.56022,0.10969,0.15822,12.31592,5.06628,1.55939,9997.34364
21.6441,0.23485,1.55814,0.10712,0.16001,12.33886,5.0648,1.55748,9999.239
21.74207,0.23461,1.55606,0.10454,0.16179,12.36179,5.06628,1.56055,9998.4978
21.84004,0.23438,1.55401,0.10219,0.16359,12.38473,5.06871,1.55594,9999.90074
21.938,0.23404,1.552,0.10041,0.16546,12.40766,5.06345,1.55506,9998.76928
22.03597,0.23359,1.54998,0.09883,0.16739,12.4306,5.06706,1.55031,9998.55239
22.13393,0.23314,1.54796,0.09724,0.16931,12.45353,5.06592,1.5511,9998.51347
22.2319,0.23268,1.54594,0.09565,0.17124,12.47646,5.06409,1.55419,9997.9917
22.32987,0.23219,1.54388,0.09404,0.17317,12.4994,5.06694,1.55484,9999.03813
22.42783,0.23162,1.54169,0.09232,0.17512,12.52233,5.06211,1.55413,9997.58569
22.5258,0.23112,1.53945,0.09056,0.17707,12.54527,5.06776,1.55707,9997.77348
22.62376,0.23063,1.53721,0.0888,0.17902,12.5682,5.06863,1.5502,9999.03334
22.72173,0.23013,1.53497,0.08704,0.18097,12.59114,5.06393,1.56324,9998.28257
22.8197,0.22963,1.53273,0.08528,0.18292,12.61407,5.06466,1.55837,9998.49025
,,,,,12.63701,5.0653,1.55296,9998.29618
,,,,,12.65994,5.06056,1.54432,9997.82047
,,,,,12.68288,5.06518,1.54389,9999.43331
,,,,,12.70581,5.06031,1.53513,9999.27355
,,,,,12.72875,5.06282,1.53454,9998.22934
,,,,,12.75168,5.06332,1.53523,9996.87124
,,,,,12.77462,5.06224,1.53752,9999.15289
,,,,,12.79755,5.06224,1.53588,9997.99499
,,,,,12.82049,5.05804,1.53511,9998.26432
,,,,,12.84342,5.06558,1.53779,9998.68055
,,,,,12.86635,5.06413,1.54256,9997.5967
,,,,,12.88929,5.06515,1.54413,9998.17555
,,,,,12.91222,5.06499,1.54873,9998.51843
,,,,,12.93516,5.06458,1.55548,9997.84056
,,,,,12.95809,5.06367,1.55413,9997.76243
,,,,,12.98103,5.06158,1.54843,9998.56334
,,,,,13.00396,5.0622,1.54925,9998.5408
,,,,,13.0269,5.06443,1.54751,9998.08406
,,,,,13.04983,5.06444,1.55081,9998.4365
,,,,,13.07277,5.06251,1.54845,9998.80785
,,,,,13.0957,5.05947,1.54561,9998.27334
,,,,,13.11864,5.05463,1.55036,9996.98704
,,,,,13.14157,5.06044,1.5536,9996.7971
,,,,,13.16451,5.05908,1.54851,9998.7122
,,,,,13.18744,5.05242,1.54693,9998.62428
,,,,,13.21037,5.05956,1.55043,9998.35185
,,,,,13.23331,5.06001,1.55649,9997.91683
,,,,,13.25624,5.05846,1.54844,9998.33172
,,,,,13.27918,5.05209,1.55072,10000.01143
,,,,,13.30211,5.05906,1.55115,9998.16116
,,,,,13.32505,5.05685,1.55073,9998.04851
,,,,,13.34798,5.05612,1.55386,9998.10463
,,,,,13.37092,5.0538,1.54937,9998.38724
,,,,,13.39385,5.05092,1.54816,9999.14806
,,,,,13.41679,5.05704,1.54987,9996.89031
,,,,,13.43972,5.05623,1.55015,9998.22089
,,,,,13.46266,5.05955,1.54704,9998.4857
,,,,,13.48559,5.06265,1.54693,9998.705
,,,,,13.50853,5.05684,1.54913,9998.61766
,,,,,13.53146,5.05994,1.55154,9998.94665
,,,,,13.55439,5.06095,1.55592,9999.54441
,,,,,13.57733,5.064,1.55195,9998.83786
,,,,,13.60026,5.06129,1.55068,9997.74866
,,,,,13.6232,5.05975,1.54954,9998.12944
,,,,,13.64613,5.06173,1.5471,9999.03371
,,,,,13.66907,5.06025,1.54482,9997.56008
,,,,,13.692,5.05835,1.55037,9999.53571
,,,,,13.71494,5.05955,1.55234,9997.89182
,,,,,13.73787,5.05741,1.55013,9997.43857
,,,,,13.76081,5.06022,1.55099,9998.41844
,,,,,13.78374,5.05579,1.55197,9998.96837
,,,,,13.80668,5.06049,1.54451,9998.67359
,,,,,13.82961,5.05577,1.53884,9998.2564
,,,,,13.85255,5.0583,1.54013,9998.51419
,,,,,13.87548,5.06045,1.53841,9997.7628
,,,,,13.89841,5.06036,1.53982,9999.4303
,,,,,13.92135,5.06105,1.53862,9998.77305
,,,,,13.94428,5.05887,1.53821,9998.38576
,,,,,13.96722,5.0622,1.53678,9999.2622
,,,,,13.99015,5.06162,1.53735,9998.20407
,,,,,14.01309,5.06134,1.53739,9998.37285
,,,,,14.03602,5.06415,1.53705,9997.21741
,,,,,14.05896,5.05815,1.53357,9998.13825
,,,,,14.08189,5.06321,1.53678,9998.07203
,,,,,14.10483,5.05991,1.5367,9997.80817
,,,,,14.12776,5.06621,1.5367,9997.60082
,,,,,14.1507,5.05383,1.53592,9998.16626
,,,,,14.17363,5.06104,1.5399,9998.8184
,,,,,14.19657,5.06287,1.53542,9998.08441
,,,,,14.2195,5.0608,1.53856,9998.5635
,,,,,14.24244,5.05824,1.54057,9999.04963
,,,,,14.26537,5.05741,1.54026,9995.51797
,,,,,14.2883,5.05944,1.53995,9999.40389
,,,,,14.31124,5.05557,1.53911,9997.70294
,,,,,14.33417,5.06369,1.53784,10000.3318
,,,,,14.35711,5.05769,1.53537,9998.11081
,,,,,14.38004,5.06293,1.53387,9998.76743
,,,,,14.40298,5.06191,1.53518,9995.97695
,,,,,14.42591,5.0604,1.53618,9999.19601
,,,,,14.44885,5.06498,1.53973,9999.39044
,,,,,14.47178,5.06252,1.5391,9999.26024
,,,,,14.49472,5.06347,1.53827,9997.51117
,,,,,14.51765,5.0672,1.53895,10000.58458
,,,,,14.54059,5.06184,1.54015,9999.33088
,,,,,14.56352,5.06076,1.54208,9998.07816
,,,,,14.58646,5.06273,1.54429,9999.24095
,,,,,14.60939,5.05969,1.54447,9997.04739
,,,,,14.63232,5.0607,1.54353,9997.50229
,,,,,14.65526,5.06715,1.5449,9998.3329
,,,,,14.67819,5.06651,1.54718,9999.74342
,,,,,14.70113,5.06696,1.5381,9997.6669
,,,,,14.72406,5.06246,1.54056,9999.24693
,,,,,14.747,5.06129,1.5407,9998.76447
,,,,,14.76993,5.06533,1.54212,9998.55789
,,,,,14.79287,5.05975,1.54111,9997.79573
,,,,,14.8158,5.06593,1.54549,9998.64566
,,,,,14.83874,5.06561,1.54425,9998.32166
,,,,,14.86167,5.06938,1.54712,9997.66978
,,,,,14.88461,5.06741,1.53908,9998.09093
,,,,,14.90754,5.06776,1.54021,9999.01006
,,,,,14.93048,5.07069,1.5483,9998.19309
,,,,,14.95341,5.06393,1.54973,9996.61904
,,,,,14.97634,5.06803,1.55015,9998.14931
,,,,,14.99928,5.06651,1.54698,9998.43767
,,,,,15.02221,5.06453,1.54613,9999.22657
,,,,,15.04515,5.06716,1.54879,9998.82783
,,,,,15.06808,5.06942,1.5508,9998.77409
,,,,,15.09102,5.06595,1.54471,9997.77408
,,,,,15.11395,5.06688,1.54543,9998.12615
,,,,,15.13689,5.0645,1.54931,9998.28565
,,,,,15.15982,5.06468,1.55507,9997.35883
,,,,,15.18276,5.0642,1.55111,9997.19638
,,,,,15.20569,5.06902,1.55057,9997.87203
,,,,,15.22863,5.06825,1.55084,9998.04306
,,,,,15.25156,5.06733,1.55176,9998.92518
,,,,,15.2745,5.06584,1.54807,9997.57083
,,,,,15.29743,5.06701,1.55164,9997.88502
,,,,,15.32036,5.06672,1.55291,9996.90942
,,,,,15.3433,5.06586,1.55285,10000.52489
,,,,,15.36623,5.05808,1.55068,9998.58873
,,,,,15.38917,5.05962,1.55023,9998.61575
,,,,,15.4121,5.06651,1.5558,9999.04024
,,,,,15.43504,5.06593,1.55765,9997.15393
,,,,,15.45797,5.06605,1.55702,9996.79064
,,,,,15.48091,5.06277,1.55095,9998.39087
,,,,,15.50384,5.06015,1.54943,9998.01543
,,,,,15.52678,5.06135,1.54826,9999.13676
,,,,,15.54971,5.06168,1.54825,9997.80603
,,,,,15.57265,5.06239,1.5432,9997.86054
,,,,,15.59558,5.06298,1.54587,9998.75477
,,,,,15.61852,5.05896,1.54944,9998.1807
,,,,,15.64145,5.05998,1.55315,9998.50234
,,,,,15.66439,5.05784,1.55331,9997.89383
,,,,,15.68732,5.05796,1.54828,9997.71486
,,,,,15.71025,5.06093,1.55093,10000.2617
,,,,,15.73319,5.05998,1.54939,9999.03467
,,,,,15.75612,5.05853,1.54893,9998.55864
,,,,,15.77906,5.0525,1.55173,9998.18179
,,,,,15.80199,5.0607,1.54939,9998.78753
,,,,,15.82493,5.06211,1.55231,9998.27284
,,,,,15.84786,5.0572,1.55053,9997.71966
,,,,,15.8708,5.05752,1.54718,9998.07328
,,,,,15.89373,5.06006,1.54854,9997.73497
,,,,,15.91667,5.0559,1.54967,9998.28016
,,,,,15.9396,5.0534,1.55285,9998.63917
,,,,,15.96254,5.05432,1.5489,9997.98149
,,,,,15.98547,5.05398,1.54931,9998.89176
,,,,,16.00841,5.06272,1.55011,9998.35757
,,,,,16.03134,5.05807,1.54634,9998.48765
,,,,,16.05427,5.06365,1.54724,9998.2068
,,,,,16.07721,5.06467,1.54536,9997.52487
,,,,,16.10014,5.06402,1.54463,9997.09005
,,,,,16.12308,5.06468,1.54403,9997.16658
,,,,,16.14601,5.06174,1.54229,9999.69087
,,,,,16.16895,5.0633,1.54319,9999.0448
,,,,,16.19188,5.06429,1.54431,9998.25193
,,,,,16.21482,5.06207,1.54589,9998.01241
,,,,,16.23775,5.06632,1.54731,9998.54008
,,,,,16.26069,5.06332,1.54626,9997.42634
,,,,,16.28362,5.06292,1.54512,9998.34808
,,,,,16.30656,5.06087,1.547,9998.17889
,,,,,16.32949,5.06069,1.54905,9999.36608
,,,,,16.35243,5.05841,1.54976,9998.52742
,,,,,16.37536,5.05816,1.55209,9998.40144
,,,,,16.39829,5.0647,1.54936,9997.62758
,,,,,16.42123,5.06208,1.54888,9997.99621
,,,,,16.44416,5.06388,1.55143,9998.54708
,,,,,16.4671,5.06432,1.55127,9997.9268
,,,,,16.49003,5.06184,1.55327,9997.57401
,,,,,16.51297,5.0677,1.55224,9998.84679
,,,,,16.5359,5.06916,1.54939,9998.27941
,,,,,16.55884,5.06826,1.54728,9999.26072
,,,,,16.58177,5.06917,1.54953,9997.27739
,,,,,16.60471,5.06653,1.54729,9998.11176
,,,,,16.62764,5.06518,1.5453,9997.98236
,,,,,16.65058,5.06863,1.54502,9998.47463
,,,,,16.67351,5.06804,1.54343,9998.23122
,,,,,16.69645,5.06446,1.54353,9997.5449
,,,,,16.71938,5.06367,1.54476,9998.3086
,,,,,16.74231,5.06553,1.54414,9998.73566
,,,,,16.76525,5.06545,1.54478,9997.90408
,,,,,16.78818,5.06503,1.5457,9998.00163
,,,,,16.81112,5.06351,1.54431,9998.73303
,,,,,16.83405,5.06348,1.54345,9998.55698
,,,,,16.85699,5.06395,1.54472,10000.38975
,,,,,16.87992,5.06664,1.54267,9998.59678
,,,,,16.90286,5.06669,1.54231,9997.82822
,,,,,16.92579,5.06128,1.54692,9998.69686
,,,,,16.94873,5.06669,1.5464,9999.04267
,,,,,16.97166,5.06768,1.54776,9998.7587
,,,,,16.9946,5.06741,1.5491,9998.52196
,,,,,17.01753,5.0656,1.54651,9998.53613
,,,,,17.04047,5.06818,1.54716,9998.66436
,,,,,17.0634,5.06276,1.54598,9998.63002
,,,,,17.08634,5.06653,1.54696,9998.12113
,,,,,17.10927,5.06675,1.54838,9999.58138
,,,,,17.1322,5.06293,1.54739,9998.91881
,,,,,17.15514,5.06531,1.54583,9997.28576
,,,,,17.17807,5.06078,1.54867,9999.40676
,,,,,17.20101,5.06632,1.54947,9998.70189
,,,,,17.22394,5.06369,1.54957,9999.35566
,,,,,17.24688,5.06651,1.54756,9998.86265
,,,,,17.26981,5.06603,1.549,9999.80221
,,,,,17.29275,5.06218,1.5523,9999.5595
,,,,,17.31568,5.06496,1.55171,9998.81843
,,,,,17.33862,5.06573,1.55086,9998.82293
,,,,,17.36155,5.065,1.55152,9998.48288
,,,,,17.38449,5.06355,1.55267,9998.40968
,,,,,17.40742,5.06294,1.55063,9996.87881
,,,,,17.43036,5.06579,1.55074,9999.10889
,,,,,17.45329,5.06705,1.5506,10000.25977
,,,,,17.47622,5.06612,1.54901,9998.8228
,,,,,17.49916,5.06121,1.54612,9997.72695
,,,,,17.52209,5.0636,1.54594,9997.68236
,,,,,17.54503,5.06457,1.54696,9997.86807
,,,,,17.56796,5.06447,1.55042,9997.37821
,,,,,17.5909,5.0603,1.54759,9997.64902
,,,,,17.61383,5.06641,1.54981,9997.31488
,,,,,17.63677,5.06476,1.55001,9998.74118
,,,,,17.6597,5.06042,1.54694,9999.69625
,,,,,17.68264,5.06435,1.55083,9998.15085
,,,,,17.70557,5.06454,1.55269,9998.12409
,,,,,17.72851,5.06249,1.55142,9999.18886
,,,,,17.75144,5.06444,1.5524,9999.93286
,,,,,17.77438,5.06531,1.55208,9998.26866
,,,,,17.79731,5.06248,1.55214,9998.06502
,,,,,17.82024,5.06497,1.55255,9999.44769
,,,,,17.84318,5.06052,1.54854,9997.43253
,,,,,17.86611,5.06499,1.54839,9997.47244
,,,,,17.88905,5.06094,1.54685,9998.08298
,,,,,17.91198,5.06344,1.54841,9998.76826
,,,,,17.93492,5.062,1.54614,9997.26266
,,,,,17.95785,5.06396,1.5499,9997.21139
,,,,,17.98079,5.058,1.54997,9998.0977
,,,,,18.00372,5.0591,1.55138,9998.69196
,,,,,18.02666,5.05963,1.54887,9998.60768
,,,,,18.04959,5.0619,1.5495,9997.57037
,,,,,18.07253,5.06359,1.55039,9998.58059
,,,,,18.09546,5.06252,1.54962,9997.6729
,,,,,18.1184,5.06343,1.54671,9998.78645
,,,,,18.14133,5.06292,1.5493,9998.72909
,,,,,18.16426,5.06042,1.54985,9999.12298
,,,,,18.1872,5.06397,1.55078,9998.20262
,,,,,18.21013,5.06362,1.55013,9997.47647
,,,,,18.23307,5.06229,1.54914,9997.76441
,,,,,18.256,5.0614,1.55005,9999.06125
,,,,,18.27894,5.06342,1.54848,9999.04103
,,,,,18.30187,5.06416,1.54842,9998.8771
,,,,,18.32481,5.06307,1.54932,9999.86061
,,,,,18.34774,5.06865,1.54773,9999.0944
,,,,,18.37068,5.068,1.54732,10000.27869
,,,,,18.39361,5.06899,1.54766,9997.9268
,,,,,18.41655,5.06839,1.54835,9999.38891
,,,,,18.43948,5.06534,1.54951,9998.73622
,,,,,18.46242,5.06649,1.54881,9999.1655
,,,,,18.48535,5.06351,1.54992,9996.99188
,,,,,18.50829,5.06786,1.54763,9997.67203
,,,,,18.53122,5.06493,1.54364,9999.1939
,,,,,18.55415,5.06559,1.54358,9998.95348
,,,,,18.57709,5.06819,1.54374,9999.16384
,,,,,18.60002,5.06296,1.54356,9998.33642
,,,,,18.62296,5.06654,1.54569,9998.63641
,,,,,18.64589,5.06207,1.54702,9997.57481
,,,,,18.66883,5.06716,1.54599,9996.8495
,,,,,18.69176,5.06875,1.54568,9998.33422
,,,,,18.7147,5.06685,1.54659,9999.51404
,,,,,18.73763,5.06478,1.54541,9999.50801
,,,,,18.76057,5.06505,1.54623,9999.11191
,,,,,18.7835,5.06093,1.54508,9997.46626
,,,,,18.80644,5.06546,1.54643,9998.94257
,,,,,18.82937,5.06549,1.54608,9999.76134
,,,,,18.85231,5.06663,1.54599,9997.18156
,,,,,18.87524,5.06473,1.54479,9998.35168
,,,,,18.89817,5.0638,1.54584,9997.58819
,,,,,18.92111,5.06593,1.54647,9998.0547
,,,,,18.94404,5.06497,1.54557,9999.74322
,,,,,18.96698,5.06289,1.54506,9999.8785
,,,,,18.98991,5.05968,1.54684,9998.77226
,,,,,19.01285,5.06023,1.54622,9997.9442
,,,,,19.03578,5.05972,1.54531,9996.5273
,,,,,19.05872,5.06513,1.54708,9999.83807
,,,,,19.08165,5.06369,1.54667,9998.42839
,,,,,19.10459,5.05838,1.54607,9997.12361
,,,,,19.12752,5.06217,1.54682,9999.86674
,,,,,19.15046,5.06169,1.54603,9999.11907
,,,,,19.17339,5.05676,1.54624,9998.74063
,,,,,19.19633,5.06132,1.54643,9997.1799
,,,,,19.21926,5.05662,1.5451,9997.18713
,,,,,19.24219,5.062,1.54433,10000.22838
,,,,,19.26513,5.05694,1.54392,9998.69506
,,,,,19.28806,5.0592,1.54526,9997.442
