in Minuten,HCOO- (formate) [mol/L],OH- (hydroxide) [mol/L],CH3OH (methanol) [mol/L],CO32- [mol/L],in Minuten,Cell potential [V],Anode potential [V],I [mA]
13.36082,0.1498,1.73947,0.3326,0.03317,7.96865,4.82787,1.35041,4998.18813
13.45461,0.15077,1.73805,0.3313,0.03351,8.00537,4.82047,1.34793,4999.08308
13.54841,0.15175,1.73696,0.33003,0.03385,8.04209,4.82598,1.34918,4999.80684
13.6422,0.15273,1.73587,0.32876,0.03418,8.07881,4.81914,1.35206,4999.1085
13.73599,0.1537,1.73478,0.32748,0.03451,8.11553,4.81889,1.34368,4999.16754
13.82979,0.15468,1.73369,0.32621,0.03484,8.15225,4.82714,1.34332,4999.44149
13.92358,0.15567,1.73256,0.32497,0.03517,8.18898,4.82801,1.33439,4999.47135
14.01737,0.15687,1.73084,0.32412,0.03553,8.2257,4.81967,1.33945,4998.22391
14.11117,0.15806,1.72913,0.32327,0.03589,8.26242,4.82936,1.34354,4999.70968
14.20496,0.15926,1.72742,0.32242,0.03624,8.29914,4.82555,1.33855,4998.73029
14.29875,0.16045,1.72571,0.32157,0.0366,8.33586,4.82034,1.34266,4999.94465
14.39255,0.16164,1.724,0.32072,0.03696,8.37259,4.82072,1.34452,4999.49708
14.48634,0.16252,1.72267,0.31939,0.03734,8.40931,4.82036,1.35233,4998.97957
14.58013,0.16327,1.72148,0.31789,0.03773,8.44603,4.82478,1.34613,4999.75644
14.67393,0.16403,1.72028,0.31638,0.03812,8.48275,4.82616,1.34429,4998.66242
14.76772,0.16478,1.71909,0.31488,0.03851,8.51947,4.82487,1.34719,4999.18671
14.86151,0.16554,1.71789,0.31338,0.0389,8.55619,4.82764,1.34384,4999.10615
14.95531,0.16631,1.71661,0.31196,0.03929,8.59292,4.82836,1.35018,4999.42815
15.0491,0.1671,1.7152,0.31066,0.03968,8.62964,4.82569,1.35132,5000.03261
15.14289,0.16789,1.7138,0.30935,0.04007,8.66636,4.83119,1.35001,4998.74269
15.23669,0.16868,1.71239,0.30805,0.04046,8.70308,4.82729,1.33774,5000.16007
15.33048,0.16947,1.71098,0.30674,0.04084,8.7398,4.82624,1.3422,4998.3769
15.42427,0.17028,1.70961,0.30544,0.04123,8.77653,4.83132,1.34578,5000.46258
15.51807,0.17135,1.70859,0.30414,0.04162,8.81325,4.8261,1.34626,4999.56171
15.61186,0.17242,1.70757,0.30284,0.042,8.84997,4.83282,1.34545,4998.62559
15.70565,0.17349,1.70655,0.30154,0.04239,8.88669,4.82702,1.34595,4999.77437
15.79945,0.17457,1.70553,0.30024,0.04278,8.92341,4.83396,1.34358,4998.74667
15.89324,0.17564,1.70451,0.29893,0.04316,8.96014,4.82689,1.34249,4998.22053
15.98703,0.17641,1.7033,0.29755,0.04356,8.99686,4.82986,1.34657,4998.76215
16.08083,0.17707,1.70202,0.29615,0.04395,9.03358,4.82808,1.34567,4999.04809
16.17462,0.17773,1.70073,0.29474,0.04435,9.0703,4.83179,1.3334,5000.20883
16.26842,0.1784,1.69945,0.29333,0.04475,9.10702,4.8307,1.3372,5000.36428
16.36221,0.17906,1.69817,0.29192,0.04514,9.14374,4.83282,1.33911,4998.41814
16.456,0.17998,1.69675,0.29077,0.04556,9.18047,4.83017,1.33928,4999.149
16.5498,0.18124,1.69514,0.29,0.04602,9.21719,4.83349,1.33203,4998.97751
16.64359,0.18251,1.69354,0.28922,0.04648,9.25391,4.82796,1.33595,4999.52024
16.73738,0.18378,1.69193,0.28845,0.04693,9.29063,4.82865,1.33615,4999.24594
16.83118,0.18504,1.69032,0.28767,0.04739,9.32735,4.83626,1.34069,4999.59147
16.92497,0.18624,1.68875,0.28684,0.04784,9.36408,4.82052,1.34112,4999.2223
17.01876,0.18666,1.68759,0.28539,0.04827,9.4008,4.82913,1.34063,5000.75181
17.11256,0.18708,1.68643,0.28395,0.04869,9.43752,4.83712,1.34435,4999.87018
17.20635,0.1875,1.68527,0.2825,0.04911,9.47424,4.83589,1.34737,4999.35395
17.30014,0.18792,1.68411,0.28106,0.04953,9.51096,4.82167,1.34262,4999.29878
17.39394,0.18834,1.68294,0.27961,0.04996,9.54769,4.82726,1.33322,4997.92121
17.48773,0.18913,1.68165,0.27803,0.0504,9.58441,4.82517,1.33678,4998.84765
17.58152,0.19004,1.68032,0.27641,0.05086,9.62113,4.82941,1.33509,4998.65394
17.67532,0.19096,1.67898,0.27479,0.05131,9.65785,4.82307,1.34191,4999.46098
17.76911,0.19187,1.67764,0.27317,0.05176,9.69457,4.82426,1.33539,4998.52322
17.8629,0.19278,1.67631,0.27154,0.05222,9.73129,4.82252,1.34391,4999.85136
17.9567,0.19366,1.67477,0.27029,0.0527,9.76802,4.83423,1.34312,5000.16244
18.05049,0.1945,1.67294,0.26954,0.05323,9.80474,4.82204,1.33991,4999.85888
18.14428,0.19534,1.67112,0.26879,0.05376,9.84146,4.83429,1.36743,4999.38827
18.23808,0.19617,1.66929,0.26804,0.05429,9.87818,4.83234,1.34054,4999.03048
18.33187,0.19701,1.66747,0.26729,0.05482,9.9149,4.82385,1.34235,4999.4812
18.42566,0.19782,1.66576,0.26644,0.05535,9.95163,4.83565,1.34324,4999.58069
18.51946,0.19843,1.66527,0.26456,0.05581,9.98835,4.83259,1.33726,4999.79068
18.61325,0.19904,1.66478,0.26269,0.05626,10.02507,4.82514,1.33942,4999.42407
18.70704,0.19965,1.66428,0.26081,0.05672,10.06179,4.835,1.34084,5000.12372
18.80084,0.20025,1.66379,0.25893,0.05718,10.09851,4.8371,1.34359,4999.48087
18.89463,0.20086,1.6633,0.25705,0.05764,10.13524,4.82152,1.3314,4999.76302
18.98842,0.20152,1.6621,0.25594,0.05812,10.17196,4.83416,1.33813,4999.82201
19.08222,0.20222,1.66051,0.25516,0.0586,10.20868,4.82371,1.33683,4999.54071
19.17601,0.20292,1.65892,0.25438,0.05908,10.2454,4.83094,1.33969,4998.91491
19.2698,0.20362,1.65732,0.2536,0.05955,10.28212,4.82984,1.33865,4998.43332
19.3636,0.20432,1.65573,0.25282,0.06003,10.31884,4.83801,1.3392,4998.35521
19.45739,0.20505,1.6544,0.25175,0.06053,10.35557,4.8315,1.33879,4999.85801
19.55118,0.20583,1.6534,0.2503,0.06104,10.39229,4.82971,1.33453,4999.40683
19.64498,0.2066,1.65241,0.24885,0.06155,10.42901,4.83654,1.33578,5000.37476
19.73877,0.20738,1.65141,0.2474,0.06207,10.46573,4.83539,1.3294,4999.30432
19.83256,0.20815,1.65042,0.24595,0.06258,10.50245,4.83041,1.33817,5000.03134
19.92636,0.20892,1.64938,0.24454,0.0631,10.53918,4.84201,1.38406,4998.85771
20.02015,0.20966,1.64787,0.24347,0.06366,10.5759,4.84292,1.3818,4999.86307
20.11394,0.2104,1.64637,0.2424,0.06423,10.61262,4.84374,1.36917,4999.31042
20.20774,0.21113,1.64487,0.24133,0.0648,10.64934,4.82812,1.36168,4998.01661
20.30153,0.21187,1.64336,0.24026,0.06537,10.68606,4.84169,1.3579,4998.86806
20.39532,0.21261,1.64186,0.23919,0.06594,10.72279,4.8347,1.3554,4999.43239
20.48912,0.21332,1.64039,0.2383,0.06648,10.75951,4.84179,1.34801,4998.9103
20.58291,0.21403,1.63892,0.23747,0.06701,10.79623,4.84011,1.34813,4999.44072
20.67671,0.21475,1.63746,0.23664,0.06754,10.83295,4.846,1.35217,4998.17404
20.7705,0.21546,1.636,0.23582,0.06807,10.86967,4.84078,1.34877,4999.54703
20.86429,0.21617,1.63453,0.23499,0.0686,10.90639,4.84618,1.35391,4999.8777
20.95809,0.21689,1.63311,0.23378,0.06914,10.94312,4.82982,1.35853,4999.30363
21.05188,0.21763,1.63173,0.23209,0.0697,10.97984,4.83396,1.36162,4998.41764
21.14567,0.21836,1.63036,0.23039,0.07026,11.01656,4.8434,1.36171,4999.70728
21.23947,0.2191,1.62899,0.2287,0.07082,11.05328,4.83913,1.3543,4998.83611
21.33326,0.21983,1.62761,0.22701,0.07138,11.09,4.8474,1.36063,4999.41291
21.42705,0.22054,1.62626,0.22541,0.07193,11.12673,4.83957,1.35566,4998.33506
21.52085,0.22107,1.62514,0.22464,0.07249,11.16345,4.84318,1.35994,4999.32394
21.61464,0.2216,1.62401,0.22387,0.07304,11.20017,4.83872,1.36015,4999.4589
21.70843,0.22213,1.62289,0.22309,0.07359,11.23689,4.84374,1.35944,4999.50004
21.80223,0.22266,1.62177,0.22232,0.07414,11.27361,4.85179,1.36168,4999.93686
21.89602,0.22319,1.62064,0.22155,0.07469,11.31033,4.83881,1.35568,4998.84012
21.98981,0.22382,1.61917,0.2205,0.0753,11.34706,4.84254,1.35866,4999.41786
22.08361,0.22448,1.6176,0.21936,0.07593,11.38378,4.85238,1.35889,5001.22843
22.1774,0.22514,1.61602,0.21823,0.07655,11.4205,4.84857,1.35722,4999.5342
22.27119,0.2258,1.61445,0.21709,0.07718,11.45722,4.84204,1.35602,4999.97947
22.36499,0.22646,1.61287,0.21596,0.0778,11.49394,4.8484,1.35675,4999.92676
22.45878,0.22695,1.61156,0.21465,0.07841,11.53067,4.84452,1.35377,4998.39992
22.55257,0.22725,1.61057,0.21311,0.07899,11.56739,4.84567,1.35612,4999.63118
22.64637,0.22754,1.60958,0.21157,0.07957,11.60411,4.84388,1.3629,4998.88881
22.74016,0.22783,1.60859,0.21003,0.08015,11.64083,4.83912,1.36099,4998.55854
22.83395,0.22813,1.6076,0.20849,0.08073,11.67755,4.84444,1.36019,4998.71603
22.92775,0.22845,1.60661,0.20696,0.08131,11.71428,4.84192,1.35658,4998.33086
23.02154,0.2294,1.60499,0.2061,0.08197,11.751,4.83236,1.36109,4999.08844
23.11533,0.23039,1.60332,0.20528,0.08264,11.78772,4.84523,1.36081,4998.27076
23.20913,0.23137,1.60165,0.20446,0.08332,11.82444,4.84444,1.362,5000.49305
23.30292,0.23236,1.59998,0.20365,0.08399,11.86116,4.84139,1.35996,4999.97961
23.39671,0.23334,1.59831,0.20283,0.08466,11.89788,4.83793,1.36048,4999.51089
23.49051,0.23371,1.59711,0.20138,0.0853,11.93461,4.84812,1.36441,4998.58078
23.5843,0.23391,1.59606,0.19976,0.08592,11.97133,4.84514,1.36379,4999.29291
23.67809,0.2341,1.595,0.19813,0.08655,12.00805,4.84926,1.36265,4998.51735
23.77189,0.2343,1.59395,0.19651,0.08717,12.04477,4.84333,1.3556,5000.19058
23.86568,0.2345,1.59289,0.19488,0.0878,12.08149,4.84493,1.36361,4998.63385
23.95947,0.23465,1.59201,0.19319,0.08842,12.11822,4.83936,1.36424,4999.74977
24.05327,0.23475,1.59134,0.1914,0.08905,12.15494,4.84895,1.35612,4999.23653
24.14706,0.23484,1.59068,0.18961,0.08968,12.19166,4.84175,1.35878,4998.39798
24.24085,0.23494,1.59001,0.18782,0.09031,12.22838,4.84942,1.36396,4997.7643
24.33465,0.23503,1.58934,0.18604,0.09093,12.2651,4.85166,1.36379,4998.85627
24.42844,0.23522,1.58858,0.18437,0.09157,12.30183,4.84705,1.36999,4999.29745
24.52223,0.23605,1.58707,0.18355,0.09222,12.33855,4.85685,1.36582,4998.48777
24.61603,0.23689,1.58557,0.18274,0.09287,12.37527,4.84818,1.36511,4998.06971
24.70982,0.23773,1.58406,0.18193,0.09353,12.41199,4.84646,1.37514,4999.65189
24.80361,0.23857,1.58255,0.18112,0.09418,12.44871,4.84577,1.39173,4998.70646
24.89741,0.23941,1.58105,0.1803,0.09484,12.48543,4.85042,1.38604,4997.78273
24.9912,0.23992,1.5795,0.17936,0.09558,12.52216,4.84537,1.38913,4999.61605
25.08499,0.24035,1.57793,0.17838,0.09634,12.55888,4.85194,1.38765,4998.62829
25.17879,0.24077,1.57637,0.1774,0.0971,12.5956,4.85406,1.38726,4999.41764
25.27258,0.2412,1.57481,0.17642,0.09786,12.63232,4.84486,1.37305,4998.78304
25.36638,0.24162,1.57325,0.17544,0.09862,12.66904,4.85603,1.36771,5000.32696
25.46017,0.24208,1.57175,0.17439,0.09937,12.70577,4.85007,1.38159,4999.59785
25.55396,0.24256,1.57033,0.17328,0.10008,12.74249,4.84405,1.39296,4998.46852
25.64776,0.24305,1.5689,0.17217,0.1008,12.77921,4.85582,1.3743,5000.99473
25.74155,0.24354,1.56748,0.17105,0.10152,12.81593,4.85612,1.36287,4999.37133
25.83534,0.24403,1.56606,0.16994,0.10223,12.85265,4.84609,1.36514,4999.3203
25.92914,0.24447,1.56468,0.16881,0.10295,12.88938,4.85599,1.36255,4998.48745
26.02293,0.24502,1.56328,0.16785,0.1037,12.9261,4.84093,1.37339,4999.74037
26.11672,0.2456,1.56187,0.1669,0.10444,12.96282,4.84809,1.3627,4999.02702
26.21052,0.24617,1.56046,0.16596,0.10519,12.99954,4.8545,1.36102,4999.43196
26.30431,0.24675,1.55905,0.16501,0.10593,13.03626,4.8524,1.35994,4999.11163
26.3981,0.24732,1.55763,0.16407,0.10667,13.07298,4.84739,1.36114,4998.18276
26.4919,0.24751,1.55667,0.16292,0.1074,13.10971,4.84665,1.36725,4999.31041
26.58569,0.24759,1.55583,0.16172,0.10813,13.14643,4.85356,1.35916,4999.76973
26.67948,0.24768,1.55498,0.16052,0.10885,13.18315,4.84412,1.3586,4999.48633
26.77328,0.24776,1.55414,0.15932,0.10958,13.21987,4.86055,1.36431,4999.80349
26.86707,0.24785,1.55329,0.15812,0.1103,13.25659,4.84959,1.35512,4998.46614
26.96086,0.24801,1.55216,0.15685,0.11106,13.29332,4.85857,1.35691,4998.86627
27.05466,0.24847,1.5503,0.15566,0.11189,13.33004,4.8552,1.35869,4998.87872
27.14845,0.24894,1.54844,0.15446,0.11271,13.36676,4.85109,1.35669,4999.33752
27.24224,0.24941,1.54658,0.15327,0.11354,13.40348,4.85178,1.35489,4999.01138
27.33604,0.24987,1.54472,0.15207,0.11436,13.4402,4.85912,1.35494,4999.60188
27.42983,0.25026,1.54296,0.15091,0.11518,13.47693,4.85912,1.35565,4998.6216
27.52362,0.25017,1.5419,0.14997,0.11597,13.51365,4.84881,1.35458,4999.61262
27.61742,0.25008,1.54085,0.14903,0.11675,13.55037,4.85062,1.35872,5001.87538
27.71121,0.24998,1.53979,0.14809,0.11754,13.58709,4.85583,1.35294,4999.03389
27.805,0.24989,1.53873,0.14715,0.11833,13.62381,4.84942,1.359,4998.1922
27.8988,0.2498,1.53767,0.1462,0.11912,13.66053,4.86643,1.36222,4999.57668
27.99259,0.25007,1.53664,0.14479,0.11993,13.69726,4.86036,1.37015,4998.82101
28.08638,0.2505,1.53551,0.14325,0.12075,13.73398,4.85773,1.36091,4998.33375
28.18018,0.25093,1.53438,0.1417,0.12158,13.7707,4.85584,1.35631,5000.25913
28.27397,0.25136,1.53325,0.14016,0.1224,13.80742,4.86221,1.35893,4999.99319
28.36776,0.25179,1.53211,0.13862,0.12323,13.84414,4.86116,1.35805,5000.50451
28.46156,0.25228,1.5307,0.13751,0.12407,13.88087,4.85614,1.35359,4999.80762
28.55535,0.25282,1.52896,0.13688,0.12492,13.91759,4.86323,1.35077,4999.16517
28.64914,0.25337,1.52723,0.13625,0.12577,13.95431,4.86171,1.34812,4998.74638
28.74294,0.25392,1.5255,0.13562,0.12662,13.99103,4.85814,1.35683,4999.4361
28.83673,0.25446,1.52376,0.13499,0.12747,14.02775,4.85603,1.35468,4999.38905
28.93052,0.25499,1.5221,0.13428,0.12833,14.06448,4.86283,1.35714,4999.20419
29.02432,0.25479,1.52127,0.13268,0.12922,14.1012,4.86023,1.36005,4999.38601
29.11811,0.25457,1.52046,0.13107,0.13011,14.13792,4.86007,1.35983,4999.01002
29.2119,0.25435,1.51965,0.12946,0.13099,14.17464,4.85524,1.36046,5000.14651
29.3057,0.25413,1.51883,0.12785,0.13188,14.21136,4.85974,1.35651,4999.58031
29.39949,0.25391,1.51802,0.12624,0.13277,14.24808,4.85878,1.36012,4999.79766
29.49328,0.25361,1.51702,0.12512,0.13363,14.28481,4.85299,1.35105,5000.13079
29.58708,0.25329,1.51598,0.12412,0.13448,14.32153,4.85403,1.35587,4998.83764
29.68087,0.25298,1.51494,0.12312,0.13532,14.35825,4.86007,1.35311,5000.83192
29.77467,0.25266,1.51389,0.12212,0.13617,14.39497,4.86036,1.35437,4999.89009
29.86846,0.25234,1.51285,0.12111,0.13702,14.43169,4.86643,1.35364,4999.7832
29.96225,0.2524,1.5116,0.12009,0.13791,14.46842,4.85846,1.35447,4998.38217
30.05605,0.25322,1.50958,0.11931,0.13887,14.50514,4.86156,1.3582,4999.86182
30.14984,0.25403,1.50757,0.11853,0.13983,14.54186,4.86624,1.34973,4999.93938
30.24363,0.25485,1.50555,0.11774,0.14079,14.57858,4.86125,1.35337,5000.39765
30.33743,0.25566,1.50353,0.11696,0.14176,14.6153,4.85837,1.35788,4999.22201
30.43122,0.25633,1.50167,0.11614,0.14271,14.65202,4.85609,1.35482,5000.72333
30.52501,0.25613,1.5007,0.11507,0.14364,14.68875,4.85987,1.35287,4998.53721
30.61881,0.25593,1.49974,0.114,0.14457,14.72547,4.85825,1.35998,5000.00477
30.7126,0.25573,1.49877,0.11293,0.1455,14.76219,4.86192,1.35719,4999.96788
30.80639,0.25554,1.4978,0.11186,0.14642,14.79891,4.85373,1.3577,4998.53005
30.90019,0.25534,1.49683,0.11079,0.14735,14.83563,4.8596,1.35506,4999.70375
30.99398,0.25535,1.49591,0.1096,0.14826,14.87236,4.8568,1.35494,4998.4
31.08777,0.2554,1.495,0.10838,0.14916,14.90908,4.85969,1.35297,4999.27843
31.18157,0.25545,1.4941,0.10717,0.15007,14.9458,4.85651,1.35574,4999.51746
31.27536,0.2555,1.49319,0.10595,0.15097,14.98252,4.86483,1.35174,4999.91187
31.36915,0.25555,1.49228,0.10473,0.15187,15.01924,4.86302,1.35739,4998.65642
31.46295,0.25546,1.49112,0.10355,0.15285,15.05597,4.86445,1.35453,5000.74642
31.55674,0.25523,1.48969,0.1024,0.15389,15.09269,4.85416,1.35196,4998.59864
31.65053,0.25499,1.48826,0.10125,0.15493,15.12941,4.86058,1.35551,4999.72588
31.74433,0.25475,1.48683,0.1001,0.15598,15.16613,4.86666,1.35765,5001.47614
31.83812,0.25452,1.48539,0.09895,0.15702,15.20285,4.86084,1.36037,4999.0348
31.93191,0.2543,1.48397,0.09781,0.15805,15.23957,4.85785,1.36158,4999.21685
32.02571,0.25416,1.48256,0.09673,0.15904,15.2763,4.86652,1.36028,4998.49031
32.1195,0.25403,1.48115,0.09565,0.16003,15.31302,4.86678,1.35989,4998.85104
32.21329,0.2539,1.47974,0.09456,0.16101,15.34974,4.86342,1.3564,5000.13863
32.30709,0.25377,1.47833,0.09348,0.162,15.38646,4.86844,1.3588,4997.69137
32.40088,0.25364,1.47693,0.0924,0.16299,15.42318,4.8642,1.35571,4999.17657
32.49467,0.25341,1.47576,0.09142,0.16401,15.45991,4.86722,1.35438,4998.82936
32.58847,0.25319,1.47461,0.09055,0.16507,15.49663,4.86515,1.35494,4999.14185
