in Minuten,HCOO- (formate) [mol/L],OH- (hydroxide) [mol/L],CH3OH (methanol) [mol/L],CO32- [mol/L],in Minuten,Cell potential [V],Anode potential [V],I [mA]
13.1879,0.18914,1.78872,0.79022,0.03261,10.98523,5.60706,1.55952,9997.88852
13.28538,0.19116,1.78642,0.78794,0.03305,11.02447,5.6086,1.55816,9998.59443
13.38287,0.19313,1.78412,0.78534,0.03352,11.0637,5.60753,1.56027,9997.5449
13.48035,0.1951,1.78182,0.78275,0.03399,11.10293,5.60566,1.55855,9998.59875
13.57783,0.19707,1.77952,0.78015,0.03446,11.14217,5.60938,1.55824,9998.82495
13.67531,0.19912,1.77727,0.77749,0.03493,11.1814,5.60422,1.55538,9997.56604
13.77279,0.2012,1.77487,0.77498,0.0354,11.22063,5.59529,1.5576,9999.25753
13.87027,0.20324,1.77216,0.77286,0.03587,11.25987,5.6053,1.56191,9999.0631
13.96776,0.20528,1.76945,0.77073,0.03634,11.2991,5.60662,1.56099,9999.03128
14.06524,0.20732,1.76674,0.76861,0.03682,11.33833,5.59761,1.55936,9999.46655
14.16272,0.20931,1.76391,0.76633,0.0373,11.37756,5.60484,1.55553,9999.3077
14.2602,0.21135,1.761,0.76386,0.03778,11.4168,5.59573,1.55533,9998.11948
14.35768,0.21358,1.75821,0.76137,0.03826,11.45603,5.59874,1.55576,9998.33716
14.45516,0.21581,1.75541,0.75888,0.03874,11.49526,5.59754,1.55284,9998.73693
14.55265,0.21804,1.75262,0.75639,0.03922,11.5345,5.59551,1.55554,10000.17237
14.65013,0.22032,1.75001,0.75422,0.03969,11.57373,5.59111,1.55462,9998.78797
14.74761,0.22261,1.74765,0.75231,0.04014,11.61296,5.58161,1.55584,9998.67364
14.84509,0.2245,1.74584,0.74968,0.04058,11.6522,5.58306,1.55445,9997.96204
14.94257,0.22638,1.74403,0.74705,0.04102,11.69143,5.59504,1.55642,9999.34673
15.04005,0.22826,1.74221,0.74443,0.04145,11.73066,5.59157,1.55558,9998.46989
15.13754,0.23014,1.74032,0.74173,0.04191,11.76989,5.59196,1.55635,9999.20889
15.23502,0.23204,1.738,0.73886,0.04244,11.80913,5.59027,1.55338,9998.44074
15.3325,0.23423,1.73521,0.73648,0.04302,11.84836,5.58445,1.55388,9998.53438
15.42998,0.23642,1.73242,0.73411,0.0436,11.88759,5.59176,1.55571,9998.35957
15.52746,0.23861,1.72963,0.73173,0.04418,11.92683,5.58491,1.55637,9998.35891
15.62494,0.24074,1.72694,0.72936,0.04476,11.96606,5.59143,1.55757,9997.24772
15.72243,0.24263,1.72458,0.72699,0.04531,12.00529,5.58998,1.55825,9997.9878
15.81991,0.24449,1.72217,0.72462,0.04582,12.04453,5.58493,1.55643,9997.37868
15.91739,0.24634,1.71975,0.72225,0.04633,12.08376,5.58721,1.55659,10000.44194
16.01487,0.2482,1.71733,0.71989,0.04683,12.12299,5.58333,1.55635,9997.98733
16.11235,0.25005,1.71491,0.71752,0.04734,12.16222,5.59398,1.55492,9998.66215
16.20983,0.25204,1.71276,0.71497,0.04777,12.20146,5.58766,1.55425,9997.10805
16.30731,0.25412,1.7107,0.71255,0.04819,12.24069,5.58469,1.55441,9999.09045
16.4048,0.25621,1.70866,0.71016,0.04862,12.27992,5.58362,1.55534,10000.29646
16.50228,0.25831,1.70661,0.70776,0.04905,12.31916,5.58906,1.55385,9997.9981
16.59976,0.2604,1.70457,0.70537,0.04948,12.35839,5.58443,1.54971,9997.75949
16.69724,0.26263,1.70177,0.70327,0.05,12.39762,5.5837,1.55343,9998.87475
16.79472,0.26474,1.69882,0.70096,0.05059,12.43686,5.58621,1.5539,9997.76542
16.8922,0.26675,1.69589,0.69843,0.0512,12.47609,5.57985,1.55461,9999.30968
16.98969,0.26876,1.69296,0.6959,0.05182,12.51532,5.58199,1.55084,9998.36892
17.08717,0.27077,1.69002,0.69337,0.05243,12.55455,5.58539,1.55309,9998.45275
17.18465,0.27267,1.68775,0.6908,0.05302,12.59379,5.5771,1.55531,9997.47226
17.28213,0.27442,1.68565,0.68851,0.05361,12.63302,5.57042,1.55532,9997.76703
17.37961,0.2761,1.68349,0.68643,0.05419,12.67225,5.58449,1.5551,9998.28231
17.47709,0.27778,1.68132,0.68435,0.05477,12.71149,5.58006,1.55437,9998.87668
17.57458,0.27946,1.67916,0.68227,0.05535,12.75072,5.57755,1.55261,9999.02647
17.67206,0.28115,1.67652,0.68025,0.05596,12.78995,5.58137,1.55479,9998.85208
17.76954,0.28297,1.67361,0.67824,0.05659,12.82918,5.58818,1.55363,9998.46404
17.86702,0.28494,1.67081,0.67621,0.05722,12.86842,5.5842,1.55507,9999.77782
17.9645,0.28691,1.66801,0.67418,0.05784,12.90765,5.58084,1.5553,9998.67749
18.06198,0.28887,1.66521,0.67215,0.05847,12.94688,5.57051,1.55109,9999.26091
18.15947,0.29083,1.66275,0.66986,0.05908,12.98612,5.58101,1.5523,9998.32312
18.25695,0.29269,1.66082,0.66714,0.05966,13.02535,5.57595,1.5492,9999.43935
18.35443,0.29442,1.65896,0.66425,0.06023,13.06458,5.58383,1.54683,9998.98037
18.45191,0.29615,1.6571,0.66136,0.06079,13.10382,5.58207,1.54803,9997.76964
18.54939,0.29788,1.65525,0.65847,0.06136,13.14305,5.56487,1.5463,9999.15124
18.64687,0.29957,1.65327,0.65574,0.06193,13.18228,5.57017,1.54904,9998.88382
18.74436,0.30117,1.65101,0.65339,0.06253,13.22151,5.57161,1.54803,9999.13191
18.84184,0.30302,1.64859,0.65136,0.06315,13.26075,5.5716,1.54751,9999.71502
18.93932,0.30487,1.64617,0.64933,0.06377,13.29998,5.56563,1.5472,9998.12737
19.0368,0.30672,1.64375,0.64731,0.06439,13.33921,5.56826,1.54804,9997.39418
19.13428,0.3086,1.64127,0.64531,0.06502,13.37845,5.57055,1.54856,9999.9253
19.23176,0.31062,1.6385,0.64346,0.06569,13.41768,5.57323,1.54776,9999.19069
19.32925,0.31258,1.63572,0.64131,0.06635,13.45691,5.56227,1.54684,9997.98501
19.42673,0.31453,1.63294,0.63913,0.06701,13.49615,5.56348,1.5484,9998.08094
19.52421,0.31649,1.63015,0.63695,0.06767,13.53538,5.57276,1.54742,9997.83381
19.62169,0.31844,1.62739,0.63475,0.06833,13.57461,5.57291,1.54624,9997.6729
19.71917,0.32026,1.62531,0.63208,0.06895,13.61384,5.56859,1.5482,9998.60018
19.81665,0.32184,1.62348,0.62941,0.06956,13.65308,5.56601,1.54861,9998.20709
19.91414,0.32336,1.62172,0.62673,0.07016,13.69231,5.57214,1.54351,9998.89124
20.01162,0.32488,1.61995,0.62406,0.07075,13.73154,5.56797,1.54817,9998.26429
20.1091,0.3264,1.61819,0.62139,0.07135,13.77078,5.57101,1.55077,9998.22915
20.20658,0.32796,1.616,0.61861,0.07195,13.81001,5.57074,1.54929,9998.99509
20.30406,0.32987,1.61353,0.61595,0.07258,13.84924,5.56885,1.5485,9998.53135
20.40154,0.33195,1.61096,0.61337,0.07324,13.88848,5.57018,1.54852,9998.63787
20.49903,0.33403,1.60838,0.61078,0.0739,13.92771,5.56707,1.54939,9998.8283
20.59651,0.33611,1.60581,0.60819,0.07455,13.96694,5.56854,1.5489,9998.92423
20.69399,0.33813,1.60311,0.60618,0.0753,14.00617,5.56862,1.54885,9998.67668
20.79147,0.33965,1.60056,0.60421,0.07607,14.04541,5.56113,1.54992,9998.52381
20.88895,0.34075,1.59816,0.60212,0.07686,14.08464,5.56288,1.54951,9998.31433
20.98643,0.34185,1.59576,0.60003,0.07765,14.12387,5.56635,1.54931,9998.88585
21.08392,0.34295,1.59336,0.59794,0.07843,14.16311,5.56295,1.54887,9998.53253
21.1814,0.34411,1.59146,0.59521,0.07914,14.20234,5.55365,1.54821,9998.77264
21.27888,0.34577,1.58963,0.5922,0.07977,14.24157,5.56237,1.54791,9998.45216
21.37636,0.34775,1.58764,0.58925,0.08036,14.28081,5.56512,1.54459,9998.00324
21.47384,0.34973,1.58565,0.58629,0.08096,14.32004,5.57056,1.55263,9998.90746
21.57132,0.35172,1.58366,0.58334,0.08155,14.35927,5.55645,1.55159,9998.3086
21.66881,0.35363,1.58114,0.58119,0.08223,14.3985,5.56455,1.5537,9997.51253
21.76629,0.35547,1.57845,0.57944,0.08295,14.43774,5.5581,1.55376,9997.68339
21.86377,0.35725,1.57596,0.5778,0.08371,14.47697,5.56964,1.55345,9998.96137
21.96125,0.35903,1.57348,0.57615,0.08448,14.5162,5.56614,1.55242,9998.50052
22.05873,0.36081,1.57099,0.57451,0.08524,14.55544,5.5698,1.55569,9998.82115
22.15621,0.36262,1.56858,0.57251,0.08599,14.59467,5.57051,1.55711,9998.5635
22.2537,0.36442,1.56623,0.56987,0.0867,14.6339,5.56758,1.5524,10000.13445
22.35118,0.36608,1.56375,0.56702,0.08741,14.67314,5.56654,1.54833,9998.2666
22.44866,0.36774,1.56127,0.56418,0.08813,14.71237,5.56439,1.5533,9997.32032
22.54614,0.36939,1.55879,0.56133,0.08885,14.7516,5.55572,1.55299,9999.94348
22.64362,0.37099,1.55638,0.55857,0.08959,14.79083,5.55879,1.55164,9998.03482
22.7411,0.37241,1.55417,0.55602,0.09035,14.83007,5.56101,1.55012,9998.57355
22.83859,0.37387,1.55199,0.55411,0.09111,14.8693,5.56563,1.55013,9997.19466
22.93607,0.37533,1.54982,0.5522,0.09187,14.90853,5.5696,1.55179,9998.58594
23.03355,0.3768,1.54765,0.55029,0.09262,14.94777,5.56353,1.55318,9998.48972
23.13103,0.37827,1.54542,0.5484,0.09338,14.987,5.5629,1.55248,9996.80855
23.22851,0.37985,1.54287,0.54666,0.09413,15.02623,5.55342,1.55125,9997.7998
23.32599,0.3814,1.53993,0.54469,0.09493,15.06546,5.54442,1.5517,9999.47472
23.42348,0.38294,1.53693,0.54269,0.09574,15.1047,5.54798,1.55182,9997.77879
23.52096,0.38449,1.53393,0.54069,0.09655,15.14393,5.5617,1.55105,9998.5525
23.61844,0.38604,1.53094,0.53869,0.09736,15.18316,5.55893,1.55321,9999.10739
23.71592,0.3874,1.52863,0.53619,0.09819,15.2224,5.56014,1.55166,9999.49265
23.8134,0.38875,1.52688,0.53352,0.09897,15.26163,5.56342,1.54906,9999.10828
23.91088,0.39009,1.52529,0.53081,0.09975,15.30086,5.56363,1.55246,9998.05146
24.00836,0.39144,1.52371,0.52809,0.10053,15.3401,5.56271,1.55184,9997.25256
24.10585,0.39278,1.52213,0.52538,0.10131,15.37933,5.55939,1.5527,9998.65294
24.20333,0.39441,1.51986,0.52311,0.1021,15.41856,5.5654,1.55188,9999.11636
24.30081,0.39619,1.51714,0.52097,0.10294,15.45779,5.56507,1.55226,9997.96494
24.39829,0.39803,1.51422,0.51887,0.10381,15.49703,5.56382,1.55,9999.00108
24.49577,0.39987,1.51129,0.51677,0.10468,15.53626,5.56499,1.54885,9997.94908
24.59325,0.40171,1.50836,0.51467,0.10555,15.57549,5.56446,1.55321,9996.20569
24.69074,0.40337,1.50575,0.51244,0.10643,15.61473,5.56267,1.54867,9999.40191
24.78822,0.40485,1.50352,0.51014,0.10726,15.65396,5.5625,1.54635,9998.40117
24.8857,0.40627,1.50142,0.50781,0.10806,15.69319,5.55404,1.5469,9998.99867
24.98318,0.4077,1.49932,0.50548,0.10886,15.73243,5.55849,1.5489,9998.71765
25.08066,0.40912,1.49722,0.50315,0.10967,15.77166,5.55699,1.54934,9998.82065
25.17814,0.41066,1.4948,0.50104,0.11052,15.81089,5.55431,1.54738,9998.9443
25.27563,0.41214,1.4923,0.49901,0.11142,15.85012,5.55613,1.54635,9998.8184
25.37311,0.41337,1.48999,0.49689,0.11235,15.88936,5.55516,1.54512,9998.76102
25.47059,0.4146,1.48768,0.49477,0.11327,15.92859,5.55649,1.54367,9999.05979
25.56807,0.41583,1.48537,0.49265,0.1142,15.96782,5.55063,1.543,9998.83887
25.66555,0.41676,1.48334,0.49018,0.1151,16.00706,5.54629,1.54299,9998.60708
25.76303,0.41746,1.48146,0.48743,0.11598,16.04629,5.54507,1.54309,9998.66131
25.86052,0.41841,1.47916,0.48485,0.1169,16.08552,5.54401,1.54224,9999.08975
25.958,0.41936,1.47686,0.48227,0.11781,16.12476,5.54479,1.53967,9998.5635
26.05548,0.42031,1.47457,0.47969,0.11872,16.16399,5.54473,1.54153,9998.52955
26.15296,0.42142,1.47218,0.47738,0.11965,16.20322,5.55026,1.54283,9999.31175
26.25044,0.42283,1.46967,0.47556,0.12058,16.24245,5.54916,1.53939,9997.2999
26.34792,0.42434,1.46724,0.47375,0.12151,16.28169,5.54364,1.54314,9999.13912
26.44541,0.42585,1.46481,0.47195,0.12244,16.32092,5.5473,1.54021,9997.2928
26.54289,0.42737,1.46238,0.47014,0.12336,16.36015,5.5406,1.54456,9999.582
26.64037,0.42882,1.46003,0.46815,0.12428,16.39939,5.5391,1.54378,9999.19051
26.73785,0.43009,1.4579,0.46555,0.12517,16.43862,5.54468,1.54448,9998.28156
26.83533,0.43116,1.45588,0.46259,0.12608,16.47785,5.53934,1.54379,9999.13076
26.93281,0.43224,1.45386,0.45963,0.127,16.51709,5.53744,1.53719,9998.50848
27.0303,0.43331,1.45184,0.45666,0.12791,16.55632,5.54292,1.53901,9997.7998
27.12778,0.43442,1.44978,0.45375,0.12883,16.59555,5.54166,1.53688,9997.53203
27.22526,0.43585,1.44726,0.45133,0.12983,16.63478,5.53255,1.53717,9997.98216
27.32274,0.43732,1.44459,0.44925,0.13082,16.67402,5.5409,1.5371,10000.05311
27.42022,0.4388,1.44191,0.44723,0.13182,16.71325,5.53479,1.54146,9998.50279
27.5177,0.44027,1.43922,0.44521,0.13282,16.75248,5.54013,1.54035,10000.09
27.61519,0.44175,1.43654,0.44318,0.13381,16.79172,5.54037,1.53964,9999.37309
27.71267,0.44289,1.43418,0.44102,0.13481,16.83095,5.53329,1.53889,9996.57254
27.81015,0.44393,1.43187,0.43866,0.13579,16.87018,5.53438,1.53598,9998.78697
27.90763,0.44493,1.42959,0.43624,0.13676,16.90941,5.52559,1.53775,9998.40705
28.00511,0.44594,1.4273,0.43382,0.13773,16.94865,5.53224,1.5393,9997.95962
28.10259,0.44695,1.42501,0.4314,0.1387,16.98788,5.52586,1.53607,9997.37044
28.20008,0.44812,1.42264,0.42937,0.13972,17.02711,5.53151,1.53615,9999.00022
28.29756,0.44941,1.42032,0.42748,0.14078,17.06635,5.53212,1.53784,9997.87631
28.39504,0.45077,1.41805,0.42563,0.14186,17.10558,5.52674,1.5362,9998.88184
28.49252,0.45214,1.41578,0.42378,0.14295,17.14481,5.53519,1.53636,9997.25455
28.59,0.4535,1.41351,0.42193,0.14403,17.18405,5.52705,1.53615,9998.61957
28.68748,0.45467,1.41121,0.41967,0.1451,17.22328,5.53312,1.53373,9996.66651
28.78497,0.45567,1.40881,0.41732,0.14618,17.26251,5.52513,1.53733,9998.34359
28.88245,0.45656,1.40628,0.41505,0.14726,17.30174,5.53128,1.53974,9997.83689
28.97993,0.45746,1.40376,0.41279,0.14833,17.34098,5.53048,1.53629,9999.76157
29.07741,0.45835,1.40123,0.41052,0.14941,17.38021,5.52597,1.53648,9998.1918
29.17489,0.45933,1.39889,0.40821,0.1505,17.41944,5.52066,1.53654,9999.37087
29.27237,0.46042,1.39671,0.40587,0.1516,17.45868,5.52795,1.53761,9997.88179
29.36986,0.46158,1.39458,0.40353,0.15273,17.49791,5.51696,1.5376,9998.35632
29.46734,0.46275,1.39246,0.40119,0.15386,17.53714,5.52709,1.53684,9999.12024
29.56482,0.46392,1.39034,0.39885,0.15498,17.57638,5.52643,1.5305,9998.76468
29.6623,0.46505,1.38796,0.39676,0.15613,17.61561,5.52596,1.53691,9998.47202
29.75978,0.46609,1.38531,0.3949,0.15728,17.65484,5.52509,1.53527,9998.24068
29.85726,0.46707,1.38271,0.39293,0.15843,17.69407,5.52896,1.53622,9998.92097
29.95475,0.46804,1.38012,0.39096,0.15957,17.73331,5.52602,1.53846,9999.08691
30.05223,0.46902,1.37752,0.38899,0.16072,17.77254,5.52484,1.53902,9997.86511
30.14971,0.47005,1.37499,0.38693,0.16186,17.81177,5.51878,1.53622,9998.92014
30.24719,0.47115,1.37256,0.38467,0.16297,17.85101,5.52388,1.53749,9998.80834
30.34467,0.47219,1.37001,0.38247,0.16409,17.89024,5.52543,1.53692,9998.43813
30.44215,0.47323,1.36746,0.38026,0.16521,17.92947,5.52313,1.53547,9999.98208
30.53964,0.47427,1.36492,0.37805,0.16633,17.96871,5.52729,1.53602,9998.87606
30.63712,0.47526,1.36238,0.37582,0.16745,18.00794,5.52172,1.53699,9997.84921
30.7346,0.47602,1.35988,0.37348,0.16861,18.04717,5.5248,1.5367,9998.87925
30.83208,0.47678,1.35763,0.37114,0.16981,18.0864,5.5229,1.53722,9998.63215
30.92956,0.47754,1.35539,0.3688,0.17101,18.12564,5.52769,1.53408,9998.12251
31.02704,0.47831,1.35315,0.36645,0.17221,18.16487,5.52426,1.53339,9998.27329
31.12453,0.47907,1.35092,0.36412,0.17342,18.2041,5.52116,1.53246,9998.22472
31.22201,0.47981,1.34876,0.36195,0.17468,18.24334,5.52373,1.52805,9999.13181
31.31949,0.48076,1.3463,0.35972,0.17593,18.28257,5.51851,1.53077,9998.566
31.41697,0.48174,1.34376,0.35748,0.17718,18.3218,5.51988,1.53148,9999.26157
31.51445,0.48273,1.34123,0.35523,0.17843,18.36104,5.52461,1.53322,9997.99348
31.61193,0.48372,1.3387,0.35299,0.17968,18.40027,5.52577,1.53164,9997.73384
31.70941,0.48491,1.33613,0.35069,0.18089,18.4395,5.5281,1.53367,9999.2064
31.8069,0.48571,1.33385,0.34841,0.18212,18.47873,5.52296,1.53269,9997.08199
31.90438,0.48632,1.33171,0.34614,0.18335,18.51797,5.53046,1.53341,9998.56909
32.00186,0.48693,1.32956,0.34387,0.18459,18.5572,5.52904,1.53397,9997.82748
32.09934,0.48755,1.32742,0.3416,0.18582,18.59643,5.51907,1.53253,9998.89433
32.19682,0.48796,1.32538,0.33936,0.18709,18.63567,5.52828,1.53093,9998.22315
32.2943,0.48844,1.32329,0.33709,0.18837,18.6749,5.51877,1.53138,9998.88142
32.39179,0.48903,1.32115,0.33478,0.18967,18.71413,5.52292,1.53028,9998.18277
32.48927,0.48961,1.319,0.33248,0.19096,18.75337,5.52173,1.53365,9997.21142
32.58675,0.49019,1.31686,0.33017,0.19226,18.7926,5.52448,1.532,10000.21812
32.68423,0.49064,1.31476,0.32775,0.19357,18.83183,5.52349,1.53359,9998.68078
32.78171,0.49112,1.31252,0.32547,0.1949,18.87106,5.52544,1.53209,9997.42959
32.87919,0.49175,1.31008,0.32345,0.19621,18.9103,5.522,1.53285,9997.95713
32.97668,0.49238,1.30765,0.32144,0.19753,18.94953,5.51522,1.53383,9998.9906
33.07416,0.49301,1.30521,0.31942,0.19885,18.98876,5.51767,1.53146,9997.66034
33.17164,0.49396,1.30235,0.31784,0.2002,19.028,5.52274,1.53403,9998.52558
33.26912,0.49508,1.2993,0.31651,0.20157,19.06723,5.52081,1.53368,10000.63727
33.3666,0.49602,1.29664,0.31493,0.20297,19.10646,5.52317,1.53036,9998.01165
33.46408,0.49696,1.29399,0.31334,0.20436,19.14569,5.52167,1.53236,9999.3737
33.56157,0.49791,1.29133,0.31176,0.20575,19.18493,5.51889,1.53196,9997.93106
33.65905,0.49861,1.28906,0.30973,0.20714,19.22416,5.51403,1.5327,9999.20293
33.75653,0.49902,1.2872,0.30713,0.20853,19.26339,5.51165,1.53152,9998.75209
33.85401,0.49955,1.2848,0.30472,0.20996,19.30263,5.51811,1.53375,9999.12549
33.95149,0.50008,1.28239,0.30231,0.21139,19.34186,5.5097,1.53188,9999.08357
34.04897,0.5006,1.27999,0.2999,0.21281,19.38109,5.50394,1.53167,9998.83014
34.14646,0.50106,1.27761,0.29759,0.21423,19.42033,5.51087,1.5341,9999.20911
34.24394,0.50134,1.27532,0.29549,0.21562,19.45956,5.5066,1.53366,9999.5909
34.34142,0.5014,1.27344,0.29322,0.21702,19.49879,5.51443,1.53502,9998.52401
34.4389,0.50147,1.27157,0.29095,0.21841,19.53802,5.50427,1.53235,9999.42187
34.53638,0.50153,1.26969,0.28868,0.21981,19.57726,5.51463,1.53291,9998.39585
34.63386,0.50168,1.26771,0.28643,0.22123,19.61649,5.51466,1.53276,9997.63883
34.73135,0.50231,1.26515,0.28425,0.22273,19.65572,5.51155,1.53246,9999.1136
34.82883,0.50303,1.26243,0.28237,0.22427,19.69496,5.51675,1.53423,9997.00021
34.92631,0.50375,1.25968,0.28053,0.22582,19.73419,5.52112,1.53454,9999.582
35.02379,0.50448,1.25694,0.27869,0.22737,19.77342,5.52037,1.53004,9999.67074
35.12127,0.5052,1.2542,0.27686,0.22893,19.81266,5.51909,1.53205,9998.87367
35.21875,0.50574,1.25149,0.27551,0.23049,19.85189,5.51705,1.53214,9999.66512
35.31624,0.50628,1.24909,0.27371,0.23202,19.89112,5.52229,1.53166,9997.65581
35.41372,0.50681,1.24677,0.27179,0.23353,19.93035,5.51866,1.53299,9999.1992
35.5112,0.50735,1.24445,0.26986,0.23504,19.96959,5.52033,1.53326,9998.7454
35.60868,0.50789,1.24214,0.26794,0.23655,20.00882,5.50901,1.53414,9998.63848
35.70616,0.5081,1.24025,0.26527,0.23808,20.04805,5.51478,1.53507,9998.68642
35.80364,0.5081,1.23825,0.26256,0.23965,20.08729,5.52075,1.53476,9998.72603
35.90113,0.50803,1.23617,0.25987,0.24126,20.12652,5.51504,1.53535,9997.70861
35.99861,0.50795,1.23409,0.25717,0.24286,20.16575,5.50743,1.54184,9998.83171
36.09609,0.50787,1.23201,0.25447,0.24446,20.20499,5.51388,1.53548,9997.44819
36.19357,0.50805,1.22975,0.25204,0.24605,20.24422,5.51703,1.53218,9997.76736
36.29105,0.5084,1.22723,0.24997,0.24764,20.28345,5.50908,1.52569,9999.82689
36.38853,0.50884,1.22453,0.24816,0.24923,20.32268,5.50202,1.51827,9998.40536
36.48602,0.50928,1.22183,0.24634,0.25082,20.36192,5.50778,1.52564,9999.15884
36.5835,0.50973,1.21913,0.24452,0.25241,20.40115,5.50965,1.53004,9997.09905
36.68098,0.51005,1.2164,0.2429,0.25403,20.44038,5.50823,1.5322,9998.75059
36.77846,0.51023,1.21395,0.24126,0.25566,20.47962,5.51306,1.53238,9997.93894
36.87594,0.51027,1.21194,0.23941,0.2573,20.51885,5.51381,1.53205,9997.78737
36.97342,0.51031,1.20994,0.23756,0.25895,20.55808,5.51164,1.53227,9999.76448
37.07091,0.51036,1.20793,0.2357,0.26059,20.59732,5.51231,1.53057,9997.59034
37.16839,0.51046,1.20584,0.23372,0.26226,20.63655,5.51226,1.5312,9997.71897
37.26587,0.51066,1.20347,0.23166,0.26398,20.67578,5.51103,1.52977,9998.20395
37.36335,0.511,1.20054,0.22979,0.26576,20.71501,5.50411,1.52966,9998.33886
37.46083,0.51134,1.1976,0.22791,0.26753,20.75425,5.50267,1.53084,9997.9268
37.55831,0.51168,1.19467,0.22604,0.26931,20.79348,5.51142,1.53138,10000.0905
37.6558,0.51183,1.19182,0.22413,0.27108,20.83271,5.51452,1.53072,9998.38677
37.75328,0.51166,1.18922,0.22213,0.27283,20.87195,5.51622,1.53207,9997.93274
37.85076,0.51137,1.1872,0.21982,0.27456,20.91118,5.51221,1.53381,9998.70141
37.94824,0.51109,1.18518,0.21751,0.27628,20.95041,5.50778,1.53364,10000.14633
38.04572,0.5108,1.18315,0.2152,0.278,20.98965,5.50665,1.53166,9998.09883
38.1432,0.51058,1.18118,0.21289,0.27973,21.02888,5.50765,1.53367,9998.5645
38.24069,0.51055,1.17935,0.2106,0.2815,21.06811,5.50826,1.53251,9998.28519
38.33817,0.51055,1.17694,0.20878,0.28327,21.10734,5.50964,1.53434,9999.20969
38.43565,0.51055,1.17453,0.20695,0.28504,21.14658,5.51092,1.53381,9999.21081
38.53313,0.51055,1.17212,0.20513,0.28681,21.18581,5.512,1.5337,9997.42244
38.63061,0.51056,1.16968,0.20334,0.28857,21.22504,5.51144,1.53447,9999.51857
38.72809,0.51056,1.16704,0.20177,0.2903,21.26428,5.5159,1.53642,9999.07025
